Panel,Data_Type,Source_Category,Plot_Order,Radius_m,Emission_Composition_Value,Emission_Composition_Percent,Distance_Bin_Left_m,Distance_Bin_Right_m,Distance_Bin_Center_m,Frequency,KDE_X_m,KDE_Density,Spearman_R,Mean_Spatial_Validation_R2,Baseline_R2,Peak_Radius_m,Metric_Name,Metric_Value,Panel_Description,Notes
b,distance_kde,Industrial Source,3,,,,,,,,3171.0428950242294,4.84658805855893e-07,,,,,distance_kde_density,4.84658805855893e-07,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3189.590967416696,4.377499067615773e-07,,,,,distance_kde_density,4.377499067615773e-07,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3208.139039809163,4.1226633717785863e-07,,,,,distance_kde_density,4.1226633717785863e-07,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3226.6871122016296,4.0966718667984675e-07,,,,,distance_kde_density,4.0966718667984675e-07,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3245.2351845940966,4.0407025408025093e-07,,,,,distance_kde_density,4.0407025408025093e-07,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3263.7832569865636,3.6971897632530993e-07,,,,,distance_kde_density,3.6971897632530993e-07,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3282.33132937903,3.005464784793472e-07,,,,,distance_kde_density,3.005464784793472e-07,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3300.879401771497,2.1707374485140986e-07,,,,,distance_kde_density,2.1707374485140986e-07,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3319.427474163964,1.5658659834800748e-07,,,,,distance_kde_density,1.5658659834800748e-07,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3337.975546556431,1.473337038078435e-07,,,,,distance_kde_density,1.473337038078435e-07,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3356.5236189488974,1.8522397669240098e-07,,,,,distance_kde_density,1.8522397669240098e-07,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3375.0716913413644,2.3427728802610843e-07,,,,,distance_kde_density,2.3427728802610843e-07,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3393.619763733831,2.550528358819581e-07,,,,,distance_kde_density,2.550528358819581e-07,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3412.167836126298,2.3756097959965266e-07,,,,,distance_kde_density,2.3756097959965266e-07,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3430.7159085187645,2.0281329921338703e-07,,,,,distance_kde_density,2.0281329921338703e-07,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3449.2639809112316,1.7196351501073887e-07,,,,,distance_kde_density,1.7196351501073887e-07,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3467.8120533036986,1.4478150500107736e-07,,,,,distance_kde_density,1.4478150500107736e-07,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3486.360125696165,1.114473338512601e-07,,,,,distance_kde_density,1.114473338512601e-07,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3504.908198088632,7.236987742542064e-08,,,,,distance_kde_density,7.236987742542064e-08,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3523.4562704810987,3.7942875296660585e-08,,,,,distance_kde_density,3.7942875296660585e-08,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3542.0043428735657,1.5765438416119404e-08,,,,,distance_kde_density,1.5765438416119404e-08,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3560.5524152660323,5.1545262481743785e-09,,,,,distance_kde_density,5.1545262481743785e-09,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Industrial Source,3,,,,,,,,3579.1004876584993,1.3226245606793948e-09,,,,,distance_kde_density,1.3226245606793948e-09,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
c,spearman_curve,Ship,1,10.0,,,,,,,,,0.1227740251815296,,,,spearman_r,0.1227740251815296,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,20.0,,,,,,,,,0.1227026369744439,,,,spearman_r,0.1227026369744439,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,30.0,,,,,,,,,0.1159925388916129,,,,spearman_r,0.1159925388916129,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,40.0,,,,,,,,,0.1082097950485023,,,,spearman_r,0.1082097950485023,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,50.0,,,,,,,,,0.1015779760281229,,,,spearman_r,0.1015779760281229,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,60.0,,,,,,,,,0.1031541588517621,,,,spearman_r,0.1031541588517621,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,70.0,,,,,,,,,0.108668702681098,,,,spearman_r,0.108668702681098,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,80.0,,,,,,,,,0.1265810145695774,,,,spearman_r,0.1265810145695774,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,90.0,,,,,,,,,0.1188910743229968,,,,spearman_r,0.1188910743229968,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,100.0,,,,,,,,,0.1162753570196906,,,,spearman_r,0.1162753570196906,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,110.0,,,,,,,,,0.1197260268882713,,,,spearman_r,0.1197260268882713,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,120.0,,,,,,,,,0.1173966595295554,,,,spearman_r,0.1173966595295554,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,130.0,,,,,,,,,0.1150260781079204,,,,spearman_r,0.1150260781079204,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,140.0,,,,,,,,,0.1074540785928516,,,,spearman_r,0.1074540785928516,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,150.0,,,,,,,,,0.1027335841463324,,,,spearman_r,0.1027335841463324,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,160.0,,,,,,,,,0.0959390301918905,,,,spearman_r,0.0959390301918905,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,170.0,,,,,,,,,0.0931153190007329,,,,spearman_r,0.0931153190007329,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,180.0,,,,,,,,,0.0827290659380872,,,,spearman_r,0.0827290659380872,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,190.0,,,,,,,,,0.0761335464404081,,,,spearman_r,0.0761335464404081,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,200.0,,,,,,,,,0.0727932505116862,,,,spearman_r,0.0727932505116862,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,220.0,,,,,,,,,0.0620853309745937,,,,spearman_r,0.0620853309745937,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,240.0,,,,,,,,,0.0543445505350218,,,,spearman_r,0.0543445505350218,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,260.0,,,,,,,,,0.0486703455288461,,,,spearman_r,0.0486703455288461,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,280.0,,,,,,,,,0.0459016653022733,,,,spearman_r,0.0459016653022733,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,300.0,,,,,,,,,0.0467644239431536,,,,spearman_r,0.0467644239431536,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,320.0,,,,,,,,,0.0398255554487156,,,,spearman_r,0.0398255554487156,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,340.0,,,,,,,,,0.031919831838016,,,,spearman_r,0.031919831838016,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,360.0,,,,,,,,,0.0261813758888461,,,,spearman_r,0.0261813758888461,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,380.0,,,,,,,,,0.0219700306866118,,,,spearman_r,0.0219700306866118,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,400.0,,,,,,,,,0.0224359079945993,,,,spearman_r,0.0224359079945993,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,420.0,,,,,,,,,0.0285005312684491,,,,spearman_r,0.0285005312684491,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,440.0,,,,,,,,,0.0289451009509716,,,,spearman_r,0.0289451009509716,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,460.0,,,,,,,,,0.0307299126995342,,,,spearman_r,0.0307299126995342,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,480.0,,,,,,,,,0.0300716668860136,,,,spearman_r,0.0300716668860136,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,500.0,,,,,,,,,0.0300286163797225,,,,spearman_r,0.0300286163797225,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,550.0,,,,,,,,,0.0306458696072862,,,,spearman_r,0.0306458696072862,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,600.0,,,,,,,,,0.0312874171268261,,,,spearman_r,0.0312874171268261,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,650.0,,,,,,,,,0.0310075735754925,,,,spearman_r,0.0310075735754925,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,700.0,,,,,,,,,0.0244955050531868,,,,spearman_r,0.0244955050531868,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,750.0,,,,,,,,,0.0216206500228774,,,,spearman_r,0.0216206500228774,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,800.0,,,,,,,,,0.0240031344234721,,,,spearman_r,0.0240031344234721,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,850.0,,,,,,,,,0.0278453676971933,,,,spearman_r,0.0278453676971933,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,900.0,,,,,,,,,0.0248627565612009,,,,spearman_r,0.0248627565612009,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,950.0,,,,,,,,,0.0236951667751005,,,,spearman_r,0.0236951667751005,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,1000.0,,,,,,,,,0.0215518278136363,,,,spearman_r,0.0215518278136363,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,1050.0,,,,,,,,,0.0142550104574863,,,,spearman_r,0.0142550104574863,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,1100.0,,,,,,,,,0.0097723483069286,,,,spearman_r,0.0097723483069286,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,1150.0,,,,,,,,,0.0055169358614082,,,,spearman_r,0.0055169358614082,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,1200.0,,,,,,,,,0.0019895798337219,,,,spearman_r,0.0019895798337219,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,1250.0,,,,,,,,,-0.0025177460590579,,,,spearman_r,-0.0025177460590579,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,1300.0,,,,,,,,,-0.009211872352782,,,,spearman_r,-0.009211872352782,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,1350.0,,,,,,,,,-0.0140602055294355,,,,spearman_r,-0.0140602055294355,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,1400.0,,,,,,,,,-0.0189497838257215,,,,spearman_r,-0.0189497838257215,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,1450.0,,,,,,,,,-0.022960402830154,,,,spearman_r,-0.022960402830154,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,1500.0,,,,,,,,,-0.0297169341805086,,,,spearman_r,-0.0297169341805086,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,1600.0,,,,,,,,,-0.042344061240766,,,,spearman_r,-0.042344061240766,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,1800.0,,,,,,,,,-0.0571560273880179,,,,spearman_r,-0.0571560273880179,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,2000.0,,,,,,,,,-0.0671502777494191,,,,spearman_r,-0.0671502777494191,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,2200.0,,,,,,,,,-0.0702998694288751,,,,spearman_r,-0.0702998694288751,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,2400.0,,,,,,,,,-0.0748181136486537,,,,spearman_r,-0.0748181136486537,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,2600.0,,,,,,,,,-0.0741153200029657,,,,spearman_r,-0.0741153200029657,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,2800.0,,,,,,,,,-0.0769250706959335,,,,spearman_r,-0.0769250706959335,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,3000.0,,,,,,,,,-0.0789293792101253,,,,spearman_r,-0.0789293792101253,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,3200.0,,,,,,,,,-0.0789814329637503,,,,spearman_r,-0.0789814329637503,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,3400.0,,,,,,,,,-0.079170900065092,,,,spearman_r,-0.079170900065092,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,3600.0,,,,,,,,,-0.0801460131059609,,,,spearman_r,-0.0801460131059609,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,3800.0,,,,,,,,,-0.0802527386346746,,,,spearman_r,-0.0802527386346746,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,4000.0,,,,,,,,,-0.0807858595342744,,,,spearman_r,-0.0807858595342744,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,4200.0,,,,,,,,,-0.0806333078883995,,,,spearman_r,-0.0806333078883995,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,4400.0,,,,,,,,,-0.0804673921210633,,,,spearman_r,-0.0804673921210633,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,4600.0,,,,,,,,,-0.0804445611500478,,,,spearman_r,-0.0804445611500478,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,4800.0,,,,,,,,,-0.0804271338121772,,,,spearman_r,-0.0804271338121772,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,5000.0,,,,,,,,,-0.0804085809946177,,,,spearman_r,-0.0804085809946177,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,5200.0,,,,,,,,,-0.0803877587193351,,,,spearman_r,-0.0803877587193351,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,5400.0,,,,,,,,,-0.0803582463319233,,,,spearman_r,-0.0803582463319233,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,5600.0,,,,,,,,,-0.0803502766437949,,,,spearman_r,-0.0803502766437949,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,5800.0,,,,,,,,,-0.0803489832909976,,,,spearman_r,-0.0803489832909976,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,6000.0,,,,,,,,,-0.0803544182749985,,,,spearman_r,-0.0803544182749985,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,6200.0,,,,,,,,,-0.0803642520787334,,,,spearman_r,-0.0803642520787334,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,6400.0,,,,,,,,,-0.0803676956845978,,,,spearman_r,-0.0803676956845978,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,6600.0,,,,,,,,,-0.080367746776889,,,,spearman_r,-0.080367746776889,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,6800.0,,,,,,,,,-0.080367746776889,,,,spearman_r,-0.080367746776889,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,7000.0,,,,,,,,,-0.080367746776889,,,,spearman_r,-0.080367746776889,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,7200.0,,,,,,,,,-0.080367746776889,,,,spearman_r,-0.080367746776889,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,7400.0,,,,,,,,,-0.080367746776889,,,,spearman_r,-0.080367746776889,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,7600.0,,,,,,,,,-0.080367746776889,,,,spearman_r,-0.080367746776889,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,7800.0,,,,,,,,,-0.080367746776889,,,,spearman_r,-0.080367746776889,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Ship,1,8000.0,,,,,,,,,-0.080367746776889,,,,spearman_r,-0.080367746776889,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Motor Vehicle,2,10.0,,,,,,,,,0.1494037463932713,,,,spearman_r,0.1494037463932713,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Motor Vehicle,2,20.0,,,,,,,,,0.2152365271657652,,,,spearman_r,0.2152365271657652,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Motor Vehicle,2,30.0,,,,,,,,,0.2255818734108733,,,,spearman_r,0.2255818734108733,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Motor Vehicle,2,40.0,,,,,,,,,0.2224971246626752,,,,spearman_r,0.2224971246626752,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Motor Vehicle,2,50.0,,,,,,,,,0.2303580438293392,,,,spearman_r,0.2303580438293392,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Motor Vehicle,2,60.0,,,,,,,,,0.2136453551486375,,,,spearman_r,0.2136453551486375,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Motor Vehicle,2,70.0,,,,,,,,,0.2067637444774522,,,,spearman_r,0.2067637444774522,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Motor Vehicle,2,80.0,,,,,,,,,0.197025180049347,,,,spearman_r,0.197025180049347,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Motor Vehicle,2,90.0,,,,,,,,,0.193802703489331,,,,spearman_r,0.193802703489331,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Motor Vehicle,2,100.0,,,,,,,,,0.1915840527448634,,,,spearman_r,0.1915840527448634,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Motor Vehicle,2,110.0,,,,,,,,,0.1889153891169198,,,,spearman_r,0.1889153891169198,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Motor Vehicle,2,120.0,,,,,,,,,0.1895639551709183,,,,spearman_r,0.1895639551709183,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Motor Vehicle,2,130.0,,,,,,,,,0.1864655130796863,,,,spearman_r,0.1864655130796863,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Motor Vehicle,2,140.0,,,,,,,,,0.1847186441237872,,,,spearman_r,0.1847186441237872,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Motor Vehicle,2,150.0,,,,,,,,,0.1830116961639617,,,,spearman_r,0.1830116961639617,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Motor Vehicle,2,160.0,,,,,,,,,0.183280220155249,,,,spearman_r,0.183280220155249,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
c,spearman_curve,Motor Vehicle,2,170.0,,,,,,,,,0.1836941348184171,,,,spearman_r,0.1836941348184171,Spearman correlation between observed NOx and source-specific emission density.,Centre and side sector emission densities were averaged before correlation calculation.
